CHEM_ID	LIB_ID	COMP_ID	CHRO_LIB_ENTRY_ID	SUPER_PATHWAY	SUB_PATHWAY	PATHWAY_SORTORDER	TYPE	INCHIKEY	SMILES	CHEMICAL_NAME	PLOT_NAME	LIPID SPECIES LEVEL	LIPID MOLECULAR SPECIES LEVEL	LIPID SN POSITION LEVEL	CAS	CHEMSPIDER	HMDB	KEGG	PUBCHEM	PLATFORM
100009327	209	53240	179147	Xenobiotics	Drug - Antibiotic	5535	NAMED	JLKIGFTWXXRPMT-UHFFFAOYSA-N	O=S(NC1=NOC(C)=C1)(C(C=C2)=CC=C2N)=O	sulfamethoxazole	sulfamethoxazole					5138	HMDB0015150	D00447	5329	Neg
100009329	305	63590	222872	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	4382	NAMED	SKKZOYBAANIUOV-ZAFYKAAXSA-N	O[C@@H](CO)[C@@](C1=O)([H])OC(O)=C1OS(O)(=O)=O	ascorbic acid 2-sulfate	ascorbic acid 2-sulfate				52174-99-9	77998	HMDB0060649		54676864	Polar
100009331	402	53260	179345	Lipid	Fatty Acid Metabolism (Acyl Choline)	1967	NAMED	GFSSJDJAEKYAGX-UHFFFAOYSA-N	O=C(CCCCCCC/[C-]=C/CCCCCCCC)OCC[N+](C)(C)C	oleoylcholine	oleoylcholine						HMDB0240596		59040790	Pos Late
100009357	402	53187	166616	Lipid	Phosphatidylethanolamine (PE)	2469	NAMED	RGWPWGGERDDMEL-LMERDAGQSA-N	O=C(CCCCCCC/C=C\CCCCCCCC)OC[C@]([H])(COP(OCCN)(O)=O)OC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O	1-oleoyl-2-dihomo-linolenoyl-GPE (18:1/20:3)*	1-oleoyl-2-dihomo-linolenoyl-GPE (18:1/20:3)*	PE 38:4	PE 18:1_20:3	Unknown		24768533	HMDB0009365		52924625	Pos Late
100009364	402	53192	166622	Lipid	Phosphatidylcholine (PC)	2351	NAMED	QLAPQVPZKNRKSF-FYBVJDQOSA-N	CCCCCCCCCCCCCCCCCC(OCC(OC(CC/C=C/C/C=C/CCCCCCCCCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O)=O	"phosphatidylcholine (18:0/20:2, 20:0/18:2)*"	"phosphatidylcholine (18:0/20:2, 20:0/18:2)*"	PC 38:2	Unknown	Unknown			"HMDB0008143,HMDB0008045"			Pos Late
100009376	402	55037	208147	Lipid	Plasmalogen	2820	NAMED	UKPNUUDYLNCIOE-IZHHWLPXSA-N	[H][C@](OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)(COP(OCCN)(O)=O)CO/C=C\CCCCCC/C=C\CCCCCCCC	1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*	1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*	PE O-40:8	PE P-18:1_22:6	PE P-18:1/22:6		24769344	HMDB0011460		52925039	Pos Late
100009393	209	57651	212701	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	1574	NAMED	KBGYPXOSNDMZRV-PDBXOOCHSA-N	CC/C=C\C/C=C\C/C=C\CCCCCC(O)=O	hexadecatrienoate (16:3n3)	hexadecatrienoate (16:3n3)				7561-64-0	4471853			91820460	Neg
100009394	209	57652	212703	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	1589	NAMED	WPJGPAAPSBVXNU-HZJYTTRNSA-N	CCCCC/C=C\C/C=C\CCCCCC(O)=O	hexadecadienoate (16:2n6)	hexadecadienoate (16:2n6)				28290-73-5	13628094	HMDB0000477		13932172	Neg
100010863	209	54917	208304	Amino Acid	Tryptophan Metabolism	312	NAMED	WPZHLFMFBBIAFZ-UHFFFAOYSA-N	O=C(NCC(O)=O)CCC1=CNC2=C1C=CC=C2	indolepropionylglycine	indolepropionylglycine					5990843			129691959	Neg
100010895	400	57554	211532	Nucleotide	"Pyrimidine Metabolism, Cytidine containing"	4297	NAMED	RFCQJGFZUQFYRF-ZOQUXTDFSA-N	O=C1N(C=CC(N)=N1)[C@@H]([C@H](OC)[C@@H]2O)O[C@@H]2CO	2'-O-methylcytidine	2'-O-methylcytidine				2140-72-9	133067			150971	Pos Early
100010896	209	57655	212709	Nucleotide	"Pyrimidine Metabolism, Uracil containing"	4256	NAMED	SXUXMRMBWZCMEN-ZOQUXTDFSA-N	CO[C@@H]1[C@@H]([C@H](O[C@H]1N2C=CC(NC2=O)=O)CO)O	2'-O-methyluridine	2'-O-methyluridine				2140-76-3	92343	HMDB0240328		102212	Neg
100010916	402	54943	208028	Lipid	Diacylglycerol	2931	NAMED	YEJYLHKQOBOSCP-OZKTZCCCSA-N	CCCCCCCC/C=C\CCCCCCCC(O[C@@H](CO)COC(CCCCCCCCCCCCCCC)=O)=O	palmitoyl-oleoyl-glycerol (16:0/18:1) [1]*	palmitoyl-oleoyl-glycerol (16:0/18:1) [1]*	DG 34:1	DG 16:0_18:1	Unknown			HMDB0007102	C13861	5282283	Pos Late
100010917	402	54942	208027	Lipid	Diacylglycerol	2932	NAMED	YEJYLHKQOBOSCP-OZKTZCCCSA-N	CCCCCCCC/C=C\CCCCCCCC(O[C@@H](CO)COC(CCCCCCCCCCCCCCC)=O)=O	palmitoyl-oleoyl-glycerol (16:0/18:1) [2]*	palmitoyl-oleoyl-glycerol (16:0/18:1) [2]*	DG 34:1	DG 16:0_18:1	Unknown			HMDB0007102	C13861	5282283	Pos Late
100010918	402	54945	208030	Lipid	Diacylglycerol	2950	NAMED	AFSHUZFNMVJNKX-CLFAGFIQSA-N	OCC(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O	oleoyl-oleoyl-glycerol (18:1/18:1) [1]*	oleoyl-oleoyl-glycerol (18:1/18:1) [1]*	DG 36:2	DG 18:1_18:1	Unknown			HMDB0007218		9543716	Pos Late
100010919	402	54946	208031	Lipid	Diacylglycerol	2951	NAMED	AFSHUZFNMVJNKX-CLFAGFIQSA-N	OCC(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O	oleoyl-oleoyl-glycerol (18:1/18:1) [2]*	oleoyl-oleoyl-glycerol (18:1/18:1) [2]*	DG 36:2	DG 18:1_18:1	Unknown			HMDB0007218		9543716	Pos Late
100010921	402	54947	208032	Lipid	Diacylglycerol	2947	NAMED	AJMZUFBKADIAKC-PCSMDFMZSA-N	CCCCCCCCCCCCCCCCCC(OCC(CO)OC(CCCCCCC/C=C/C/C=C/CCCCC)=O)=O	stearoyl-linoleoyl-glycerol (18:0/18:2) [2]*	stearoyl-linoleoyl-glycerol (18:0/18:2) [2]*	DG 36:2	DG 18:0_18:2	Unknown						Pos Late
100010922	402	54955	208040	Lipid	Diacylglycerol	2968	NAMED	KRECEGQUDDMNAQ-MYBRWWDOSA-N	OC[C@](OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)(COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)[H]	linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*	linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*	DG 38:6	DG 18:2_20:4	Unknown			HMDB0007257		9543796	Pos Late
100010923	402	54956	208041	Lipid	Diacylglycerol	2969	NAMED	KRECEGQUDDMNAQ-MYBRWWDOSA-N	OC[C@](COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)([H])OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O	linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*	linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*	DG 38:6	DG 18:2_20:4	Unknown			HMDB0007257		9543796	Pos Late
100010925	402	54958	208043	Lipid	Diacylglycerol	2941	NAMED	YJEMDFYSDGNQNM-KUKVZOPTSA-N	CCCCCCCCCCCCCCCC(OCC(CO)OC(CCC/C=C/C/C=C/C/C=C/C/C=C/CCCCC)=O)=O	palmitoyl-arachidonoyl-glycerol (16:0/20:4) [2]*	palmitoyl-arachidonoyl-glycerol (16:0/20:4) [2]*	DG 36:4	DG 16:0_20:4	Unknown			HMDB0007112		9543736	Pos Late
100010926	402	54963	208048	Lipid	Diacylglycerol	2960	NAMED	ZDBLXLQFRZTIIU-ZPNZQGKLSA-N	OC[C@](OC(CCCC/C=C/C/C=C\C/C=C\CCCCC)=O)(COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)[H]	linoleoyl-linolenoyl-glycerol (18:2/18:3) [1]*	linoleoyl-linolenoyl-glycerol (18:2/18:3) [1]*	DG 36:5	DG 18:2_18:3	Unknown			HMDB0007249		14275409	Pos Late
100010927	402	54964	208049	Lipid	Diacylglycerol	2961	NAMED	ZDBLXLQFRZTIIU-ZPNZQGKLSA-N	OC[C@](COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)([H])OC(CCCC/C=C/C/C=C\C/C=C\CCCCC)=O	linoleoyl-linolenoyl-glycerol (18:2/18:3) [2]*	linoleoyl-linolenoyl-glycerol (18:2/18:3) [2]*	DG 36:5	DG 18:2_18:3	Unknown			HMDB0007250		9543737	Pos Late
100010928	402	54949	208034	Lipid	Diacylglycerol	2972	NAMED	GPMAAGRGFWBOSO-KLJRXRINSA-N	CCCCC/C=C/C/C=C/CCCCCCCC(OCC(OC(CC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CC)=O)CO)=O	linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [1]*	linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [1]*	DG 40:8	DG 18:2_22:6	Unknown			HMDB0007266		9543899	Pos Late
100010929	402	54950	208035	Lipid	Diacylglycerol	2973	NAMED	GPMAAGRGFWBOSO-KLJRXRINSA-N	CCCCC/C=C/C/C=C/CCCCCCCC(OCC(CO)OC(CC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CC)=O)=O	linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [2]*	linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [2]*	DG 40:8	DG 18:2_22:6	Unknown			HMDB0007266		9543899	Pos Late
100010930	402	54967	208052	Lipid	Diacylglycerol	2938	NAMED	BHGPPCIWDXQOMA-HZFIRFLSSA-N	CCCCCC/C=C/CCCCCCCC(OCC(OC(CCCCCCC/C=C/C/C=C/CCCCC)=O)CO)=O	palmitoleoyl-linoleoyl-glycerol (16:1/18:2) [1]*	palmitoleoyl-linoleoyl-glycerol (16:1/18:2) [1]*	DG 34:3	DG 16:1_18:2	Unknown			HMDB0007132		9543699	Pos Late
100010932	402	54951	208036	Lipid	Diacylglycerol	2962	NAMED	JVRVKOOOXHGJKI-ITLZUPGPSA-N	OC[C@](OC(CCCC/C=C\C/C=C\C/C=C\CCCCC)=O)(COC(CCCC/C=C\C/C=C\C/C=C\CCCCC)=O)[H]	linolenoyl-linolenoyl-glycerol (18:3/18:3) [1]*	linolenoyl-linolenoyl-glycerol (18:3/18:3) [1]*	DG 36:6	DG 18:3_18:3	Unknown						Pos Late
100010933	402	54952	208037	Lipid	Diacylglycerol	2963	NAMED	JVRVKOOOXHGJKI-ITLZUPGPSA-N	OC[C@](OC(CCCC/C=C\C/C=C\C/C=C\CCCCC)=O)(COC(CCCC/C=C\C/C=C\C/C=C\CCCCC)=O)[H]	linolenoyl-linolenoyl-glycerol (18:3/18:3) [2]*	linolenoyl-linolenoyl-glycerol (18:3/18:3) [2]*	DG 36:6	DG 18:3_18:3	Unknown			HMDB0007278		14275411	Pos Late
100010934	402	54953	208038	Lipid	Diacylglycerol	2914	NAMED	XEQQGHISHUGMIP-WUKNDPDISA-N	CCCCCCCCCCCCCC(OCC(OC(CCCCCCC/C=C/CCCCCCCC)=O)CO)=O	"diacylglycerol (14:0/18:1, 16:0/16:1) [1]*"	"diacylglycerol (14:0/18:1, 16:0/16:1) [1]*"	DG 32:1	Unknown	Unknown						Pos Late
100010935	402	54954	208039	Lipid	Diacylglycerol	2915	NAMED	XITYIRJXXQNQKT-FYWRMAATSA-N	CCCCCCCCCCCCCC(OCC(OC(CCCCCCCCC/C=C/CCCCCC)=O)CO)=O	"diacylglycerol (14:0/18:1, 16:0/16:1) [2]*"	"diacylglycerol (14:0/18:1, 16:0/16:1) [2]*"	DG 32:1	Unknown	Unknown						Pos Late
100010936	402	54960	208045	Lipid	Diacylglycerol	2966	NAMED	LWXLWRXRJKMNLM-XBUMEPTLSA-N	CCCCCCCC/C=C/CCCCCCCC(OCC(OC(CCC/C=C/C/C=C/C/C=C/C/C=C/CCCCC)=O)CO)=O	oleoyl-arachidonoyl-glycerol (18:1/20:4) [1]*	oleoyl-arachidonoyl-glycerol (18:1/20:4) [1]*	DG 38:5	DG 18:1_20:4	Unknown			HMDB0007228		9543786	Pos Late
100010937	402	54961	208046	Lipid	Diacylglycerol	2967	NAMED	LWXLWRXRJKMNLM-XBUMEPTLSA-N	CCCCCCCC/C=C/CCCCCCCC(OCC(OC(CCC/C=C/C/C=C/C/C=C/C/C=C/CCCCC)=O)CO)=O	oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*	oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*	DG 38:5	DG 18:1_20:4	Unknown			HMDB0007228		9543786	Pos Late
100010939	402	54965	208050	Lipid	Diacylglycerol	2935	NAMED	YFBCIDURFTWKDQ-JNNNPDOGSA-N	CCCCCCCCCCCCCCCC(OCC(OC(CCCC/C=C/C/C=C/C/C=C/CCCCC)=O)CO)=O	palmitoyl-linolenoyl-glycerol (16:0/18:3) [2]*	palmitoyl-linolenoyl-glycerol (16:0/18:3) [2]*	DG 34:3	DG 16:0_18:3	Unknown			"HMDB0007104,HMDB0007105"		"348277338,348277337"	Pos Late
100010940	402	54966	208051	Lipid	Diacylglycerol	2916	NAMED	BHGPPCIWDXQOMA-HZFIRFLSSA-N	CCCCCC/C=C/CCCCCCCC(OCC(OC(CCCCCCC/C=C/C/C=C/CCCCC)=O)CO)=O	"diacylglycerol (16:1/18:2 [2], 16:0/18:3 [1])*"	"diacylglycerol (16:1/18:2 [2], 16:0/18:3 [1])*"	DG 34:3	Unknown	Unknown						Pos Late
100010941	402	54968	208053	Lipid	Diacylglycerol	2958	NAMED	MQGBAQLIFKSMEM-WVZYQCMWSA-N	CCCCC/C=C/C/C=C/CCCCCCCC(OCC(OC(CCCCCCC/C=C/C/C=C/CCCCC)=O)CO)=O	linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*	linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*	DG 36:4	DG 18:2_18:2	Unknown			HMDB0007248		9543729	Pos Late
100010942	402	54969	208054	Lipid	Diacylglycerol	2959	NAMED	MQGBAQLIFKSMEM-WVZYQCMWSA-N	CCCCC/C=C/C/C=C/CCCCCCCC(OCC(OC(CCCCCCC/C=C/C/C=C/CCCCC)=O)CO)=O	linoleoyl-linoleoyl-glycerol (18:2/18:2) [2]*	linoleoyl-linoleoyl-glycerol (18:2/18:2) [2]*	DG 36:4	DG 18:2_18:2	Unknown			HMDB0007248		9543729	Pos Late
100010945	402	54980	208065	Lipid	Lactosylceramides (LCER)	3116	NAMED	VOZHMDQUIRUFQW-LOTHNZFDSA-N	O[C@H]([C@H]1O)[C@@H]([C@@H](CO)O[C@H]1OC[C@@H]([C@@H](/C=C/CCCCCCCCCCCCC)O)N([H])C(CCCCCCCCCCCCCCCCC)=O)O[C@@H]([C@@H]([C@H]2O)O)O[C@H](CO)[C@@H]2O	lactosyl-N-stearoyl-sphingosine (d18:1/18:0)*	lactosyl-N-stearoyl-sphingosine (d18:1/18:0)*	LacCer 36:1;O2	LacCer 18:1;O2_18:0	LacCer 18:1;O2/18:0		8435601	HMDB0011591		10260120	Pos Late
100010947	402	54991	208082	Lipid	Diacylglycerol	2927	NAMED	JEJLGIQLPYYGEE-UHFFFAOYSA-N	CCCCCCCCCCCCCCCC(OCC(OC(CCCCCCCCCCCCCCC)=O)CO)=O	palmitoyl-palmitoyl-glycerol (16:0/16:0) [1]*	palmitoyl-palmitoyl-glycerol (16:0/16:0) [1]*	DG 32:0	DG 16:0_16:0	Unknown			HMDB0007098		644078	Pos Late
100010948	402	54990	208081	Lipid	Diacylglycerol	2928	NAMED	JEJLGIQLPYYGEE-UHFFFAOYSA-N	CCCCCCCCCCCCCCCC(OCC(CO)OC(CCCCCCCCCCCCCCC)=O)=O	palmitoyl-palmitoyl-glycerol (16:0/16:0) [2]*	palmitoyl-palmitoyl-glycerol (16:0/16:0) [2]*	DG 32:0	DG 16:0_16:0	Unknown			HMDB0007098		644078	Pos Late
100010950	402	57449	211103	Lipid	Diacylglycerol	2965	NAMED	NSXLMTYRMFVYNT-IOLLQWDPSA-N	CCCCCCCCCCCCCCCCCC(OCC(CO)OC(CCC/C=C/C/C=C/C/C=C/C/C=C/CCCCC)=O)=O	stearoyl-arachidonoyl-glycerol (18:0/20:4) [2]*	stearoyl-arachidonoyl-glycerol (18:0/20:4) [2]*	DG 38:4	DG 18:0_20:4	Unknown			HMDB0007170		6438587	Pos Late
100010956	402	54998	208093	Lipid	Phosphatidylserine (PS)	2532	NAMED	PZEFRSYCROBXSJ-OGGCYTPNSA-N	CCCCCCCCCCCCCCCCCC(OCC(OC(CCCCC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CC)=O)COP(O)(OCC(N)C(O)=O)=O)=O	1-stearoyl-2-docosapentaenoyl-GPS (18:0/22:5n3)*	1-stearoyl-2-docosapentaenoyl-GPS (18:0/22:5n3)*	PS 40:4	"PS 18:0_22:5(7,10,13,16,19)"	Unknown			HMDB0010166		53480355	Pos Late
100010958	402	55002	208100	Lipid	Diacylglycerol	2912	NAMED	GFDAVCSAIGBIQQ-WQUIGTGHSA-N	OC[C@](OC(CCCCCCC/C=C\CCCCCCCC)=O)(COC(CCCCCCCCCCC)=O)[H]	"diacylglycerol (12:0/18:1, 14:0/16:1, 16:0/14:1) [1]*"	"diacylglycerol (12:0/18:1, 14:0/16:1, 16:0/14:1) [1]*"	DG 30:1	Unknown	Unknown						Pos Late
100010959	402	55001	208101	Lipid	Diacylglycerol	2913	NAMED	GFDAVCSAIGBIQQ-WQUIGTGHSA-N	OC[C@](OC(CCCCCCC/C=C\CCCCCCCC)=O)(COC(CCCCCCCCCCC)=O)[H]	"diacylglycerol (12:0/18:1, 14:0/16:1, 16:0/14:1) [2]*"	"diacylglycerol (12:0/18:1, 14:0/16:1, 16:0/14:1) [2]*"	DG 30:1	Unknown	Unknown			"HMDB0007012,HMDB0007096"		"53478025,53477950"	Pos Late
100010964	402	55010	208115	Lipid	Phosphatidylserine (PS)	2530	NAMED	LIBQKAKFGGIIDU-NVSSCHKGSA-N	O=C(CCCCCCCCCCCCCCCCC)OC[C@]([H])(COP(OC[C@](C(O)=O)([H])N)(O)=O)OC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O	1-stearoyl-2-dihomo-linolenoyl-GPS (18:0/20:3n3 or 6)*	1-stearoyl-2-dihomo-linolenoyl-GPS (18:0/20:3n3 or 6)*	PS 38:3	PS 18:0_20:3	Unknown		34449015	HMDB12382			Pos Late
100010966	402	55040	208150	Lipid	Plasmalogen	2813	NAMED	PXPSGTINXJQLBR-VQJSHJPSSA-N	[H][C@](OC(CCCCCCCCCCCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)COCCCCCCCCCCCCCCCC	1-palmityl-2-stearoyl-GPC (O-16:0/18:0)*	1-palmityl-2-stearoyl-GPC (O-16:0/18:0)*	PC O-34:0	PC O-16:0_18:0	PC O-16:0/18:0		9977836	HMDB0013405		11803170	Pos Late
100015586	402	57332	210830	Lipid	Plasmalogen	2812	NAMED	WOTHHEHCEYHCFE-LDLOPFEMSA-N	[H][C@](OC(CCCCCCCCCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)COCCCCCCCCCCCCCCCC	1-palmityl-2-palmitoyl-GPC (O-16:0/16:0)*	1-palmityl-2-palmitoyl-GPC (O-16:0/16:0)*	PC O-32:0	PC O-16:0_16:0	PC O-16:0/16:0		128719			145911	Pos Late
100015590	402	57721	213236	Lipid	Plasmalogen	2850	NAMED	LMGTVCKIUNTOEP-HJTCUGKVSA-N	[H][C@](OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)COCCCCCCCCCCCCCCCCCC	1-stearyl-2-linoleoyl-GPC (O-18:0/18:2)*	1-stearyl-2-linoleoyl-GPC (O-18:0/18:2)*	PC O-36:2	PC O-18:0_18:2	PC O-18:0/18:2		4947110	HMDB13418		6443070	Pos Late
100015592	402	57337	210838	Lipid	Phosphatidylethanolamine (PE)	2463	NAMED	KYERVKWKQQBRQB-DHZXAVNCSA-N	CCCCCCCCCCCCCCCCCC(OC[C@H](COP(O)(OCCN)=O)OC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C/CC)=O)=O	1-stearoyl-2-docosapentaenoyl-GPE (18:0/22:5n3)*	1-stearoyl-2-docosapentaenoyl-GPE (18:0/22:5n3)*	PE 40:5	"PE 18:0_22:5(7,10,13,16,19)"	Unknown			HMDB0009011		53479612	Pos Late
100015593	402	57338	210839	Lipid	Phosphatidylethanolamine (PE)	2464	NAMED	DPRXQVIZBLENFV-UFHXWEBOSA-N	CCCCCCCCCCCCCCCCCC(OCC(OC(CC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CCCCC)=O)COP(O)(OCCN)=O)=O	1-stearoyl-2-docosapentaenoyl-GPE (18:0/22:5n6)*	1-stearoyl-2-docosapentaenoyl-GPE (18:0/22:5n6)*	PE 40:5	"PE 18:0_22:5(4,7,10,13,16)"	Unknown			HMDB0009010		53479611	Pos Late
100015594	402	57339	210840	Lipid	Phosphatidylethanolamine (PE)	2462	NAMED	HNFSZKRUPTYBOQ-ZDYOIFAYSA-N	O=C(CCCCCCCCCCCCCCCCC)OC[C@]([H])(COP(OCCN)(O)=O)OC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O	1-stearoyl-2-adrenoyl-GPE (18:0/22:4)*	1-stearoyl-2-adrenoyl-GPE (18:0/22:4)*	PE 40:4	PE 18:0_22:4	Unknown		24768484	HMDB0009009		52924901	Pos Late
100015596	402	57342	210843	Lipid	Plasmalogen	2845	NAMED	QIJJGYHBXLEBJV-MVCMTJSTSA-N	[H][C@](OC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)(COP(OCCN)(O)=O)CO/C=C\CCCCCCCCCCCCCCCC	1-(1-enyl-stearoyl)-2-docosapentaenoyl-GPE (P-18:0/22:5n3)*	1-(1-enyl-stearoyl)-2-docosapentaenoyl-GPE (P-18:0/22:5n3)*	PE O-40:6	"PE P-18:0_22:5(7,10,13,16,19)"	PE P-18:0/22:5			HMDB0011393		53480858	Pos Late
100015609	402	57416	211068	Lipid	Ceramides	3058	NAMED	XXWRZIYYFPIQHE-XPAOSYCESA-N	[H][C@](NC(CCCCCCCCCCCCCCC)=O)(CO)[C@@](O)([H])/C=C/CCCCCCCC/C=C\CCC	N-palmitoyl-sphingadienine (d18:2/16:0)*	N-palmitoyl-sphingadienine (d18:2/16:0)*	CER 34:2;O2	CER 18:2; O2_16:0	CER 18:2; O2/16:0			HMDB0240686			Pos Late
100015610	402	57364	210890	Lipid	Diacylglycerol	2924	NAMED	MDJXLANKTSDJQI-UHFFFAOYSA-N	O=C(OCC(COC(CCCCCCCCCCCCC)=O)O)CCCCCCCCCCCCCCC	palmitoyl-myristoyl-glycerol (16:0/14:0) [2]	palmitoyl-myristoyl-glycerol (16:0/14:0) [2]	DG 30:0	DG 14:0_16:0	Unknown						Pos Late
100015616	402	57387	210930	Lipid	Diacylglycerol	2970	NAMED	LBDXVTOFXXDOGH-MCULNMDYSA-N	CCCCCCCCCCCCCCCCCC(OCC(OC(CC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CC)=O)CO)=O	stearoyl-docosahexaenoyl-glycerol (18:0/22:6) [1]*	stearoyl-docosahexaenoyl-glycerol (18:0/22:6) [1]*	DG 40:6	DG 18:0_22:6	Unknown			HMDB0056061			Pos Late
100015617	402	57368	210895	Lipid	Diacylglycerol	2971	NAMED	LBDXVTOFXXDOGH-MCULNMDYSA-N	CCCCCCCCCCCCCCCCCC(OCC(OC(CC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CC)=O)CO)=O	stearoyl-docosahexaenoyl-glycerol (18:0/22:6) [2]*	stearoyl-docosahexaenoyl-glycerol (18:0/22:6) [2]*	DG 40:6	DG 18:0_22:6	Unknown						Pos Late
100015618	402	57373	210900	Lipid	Diacylglycerol	2943	NAMED	BXVYQJJBMVVALQ-UNMZRDIWSA-N	CCCCCCCCCCCCCCCC(OCC(OC(CC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CC)=O)CO)=O	palmitoyl-docosahexaenoyl-glycerol (16:0/22:6) [1]*	palmitoyl-docosahexaenoyl-glycerol (16:0/22:6) [1]*	DG 38:6	DG 16:0_22:6	Unknown			HMDB0007121		9543827	Pos Late
100015619	402	57374	210901	Lipid	Diacylglycerol	2944	NAMED	BXVYQJJBMVVALQ-UNMZRDIWSA-N	CCCCCCCCCCCCCCCC(OCC(OC(CC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CC)=O)CO)=O	palmitoyl-docosahexaenoyl-glycerol (16:0/22:6) [2]*	palmitoyl-docosahexaenoyl-glycerol (16:0/22:6) [2]*	DG 38:6	DG 16:0_22:6	Unknown			HMDB0007121		9543827	Pos Late
100015620	402	57370	210897	Lipid	Lactosylceramides (LCER)	3119	NAMED	MKOKWBRPIBQYJJ-WZBOJYASSA-N	[H][C@](NC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O)(CO[C@H]1[C@H](O)[C@@H](O)[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)[C@H](O2)CO)[C@H](O1)CO)[C@@](O)([H])/C=C/CCCCCCCCCCCCC	lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*	lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*	LacCer 42:1;O2	LacCer 18:1;O2_24:1	LacCer 18:1;O2/24:1		24846896	HMDB0004872			Pos Late
100015623	402	57422	211075	Lipid	Lactosylceramides (LCER)	3118	NAMED	QYWVASPEUXEHSY-NNRNTGNWSA-N	[H][C@](NC(CCCCCCCCCCCCCCCCCCCCC)=O)(CO[C@H]1[C@H](O)[C@@H](O)[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)[C@H](O2)CO)[C@H](O1)CO)[C@@](O)([H])/C=C/CCCCCCCCCCCCC	lactosyl-N-behenoyl-sphingosine (d18:1/22:0)*	lactosyl-N-behenoyl-sphingosine (d18:1/22:0)*	LacCer 40:1;O2	LacCer 18:1;O2_22:0	LacCer 18:1;O2/22:0		24846893	HMDB0011594		44260143	Pos Late
100015624	402	57372	210899	Lipid	Ceramides	3060	NAMED	HILTUFAERVOALR-MQXYEJFFSA-N	[H][C@](NC(CCCCCCCCCCCCCCCCCCCCC)=O)(CO)[C@@](O)([H])/C=C/CCCCCCCC/C=C\CCC	N-behenoyl-sphingadienine (d18:2/22:0)*	N-behenoyl-sphingadienine (d18:2/22:0)*	CER 40:2;O2	CER 18:2; O2_22:0	CER 18:2; O2/22:0						Pos Late
