CHEM_ID	LIB_ID	COMP_ID	CHRO_LIB_ENTRY_ID	SUPER_PATHWAY	SUB_PATHWAY	PATHWAY_SORTORDER	TYPE	INCHIKEY	SMILES	CHEMICAL_NAME	PLOT_NAME	CAS	CHEMSPIDER	HMDB	KEGG	PUBCHEM	PLATFORM
100009204	402	57341	210842	Lipid	Phosphatidylethanolamine (PE)	2426	NAMED	SLKDGVPOSSLUAI-PGUFJCEWSA-N	O=C(CCCCCCCCCCCCCCC)OC[C@]([H])(COP(OCCN)(O)=O)OC(CCCCCCCCCCCCCCC)=O	1,2-dipalmitoyl-GPE (16:0/16:0)*	1,2-dipalmitoyl-GPE (16:0/16:0)*		393103	HMDB0008923		445468	Pos Late
100009205	402	57388	210931	Lipid	Phosphatidylethanolamine (PE)	2429	NAMED	RPJZYOHZALDGKI-DIPNUNPCSA-N	O=C(CCCCCCCCCCCCCCC)OC[C@]([H])(COP(OCCN)(O)=O)OC(CCCCCCCCCCCCCCCCC)=O	1-palmitoyl-2-stearoyl-GPE (16:0/18:0)*	1-palmitoyl-2-stearoyl-GPE (16:0/18:0)*		4484107	HMDB08925		5326793	Pos Late
100009215	402	57336	210835	Lipid	Phosphatidylethanolamine (PE)	2456	NAMED	XJPVAWWHABLYPE-KPRICRNFSA-N	O=C(CCCCCCCCCCCCCCCCC)OC[C@]([H])(COP(OCCN)(O)=O)OC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O	1-stearoyl-2-dihomo-linolenoyl-GPE (18:0/20:3n3 or 6)*	1-stearoyl-2-dihomo-linolenoyl-GPE (18:0/20:3n3 or 6)*		24768480	HMDB0009002		52924903	Pos Late
100009217	402	53174	166599	Lipid	Phosphatidylethanolamine (PE)	2474	NAMED	SSCDRSKJTAQNNB-DWEQTYCFSA-N	O=C(CCCCCCC/C=C\C/C=C\CCCCC)OC[C@]([H])(COP(OCCN)(O)=O)OC(CCCCCCC/C=C\C/C=C\CCCCC)=O	1,2-dilinoleoyl-GPE (18:2/18:2)*	1,2-dilinoleoyl-GPE (18:2/18:2)*		7825762	HMDB0009093		9546812	Pos Late
100009219	402	55041	210837	Lipid	Phosphatidylethanolamine (PE)	2469	NAMED	PECSWFQRRFRZPW-BHPGJWMBSA-N	O=C(CCCCCCC/C=C\CCCCCCCC)OC[C@]([H])(COP(OCCN)(O)=O)OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O	1-oleoyl-2-arachidonoyl-GPE (18:1/20:4)*	1-oleoyl-2-arachidonoyl-GPE (18:1/20:4)*		24768534	HMDB0009069		348281223	Pos Late
100009220	402	53209	166647	Lipid	Phosphatidylethanolamine (PE)	2473	NAMED	JZSZAGWWWKKXLO-RMEBTJIYSA-N	O=C(CCCCCCC/C=C\CCCCCCCC)OC[C@]([H])(COP(OCCN)(O)=O)OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O	1-oleoyl-2-docosahexaenoyl-GPE (18:1/22:6)*	1-oleoyl-2-docosahexaenoyl-GPE (18:1/22:6)*		24768542	HMDB0009078		52922113	Pos Late
100009225	402	52748	165539	Lipid	Plasmalogen	2832	NAMED	XVXISDREVDGQPX-PISDLAQISA-N	[H][C@](OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(COP(OCCN)(O)=O)CO/C=C\CCCCCCCCCCCCCCCC	1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*	1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*		24769261	HMDB0011376			Pos Late
100009232	400	53231	179281	Xenobiotics	Chemical	6277	NAMED	DZLNHFMRPBPULJ-VKHMYHEASA-N	O=C(O)[C@]1(NCSC1)[H]	thioproline	thioproline	34592-47-4	84120	HMDB0062164		93176	Pos Early
100009233	402	52944	166270	Lipid	Fatty Acid Metabolism (Acyl Choline)	1965	NAMED	UFQZDKMTMXCDBP-UHFFFAOYSA-N	C[N+](C)(C)CCOC(CCCCCCCCCCCCCC[CH2-])=O	palmitoylcholine	palmitoylcholine		133731	HMDB0240592		151731	Pos Late
100009246	400	53229	179277	Amino Acid	Glycine, Serine and Threonine Metabolism	16	NAMED	CDUUKBXTEOFITR-UHFFFAOYSA-N	OCC(N)(C)C(O)=O	2-methylserine	2-methylserine		85112		C02115	94309	Pos Early
100009271	400	52984	166220	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)	1942	NAMED	UEFRDQSMQXDWTO-UHFFFAOYSA-N	CC(O)CC(OC(C[N+](C)(C)C)CC([O-])=O)=O	(S)-3-hydroxybutyrylcarnitine	(S)-3-hydroxybutyrylcarnitine			HMDB0013127		71464477	Pos Early
100009272	402	53013	166346	Lipid	Hexosylceramides (HCER)	3083	NAMED	VJLLLMIZEJJZTE-NNTBDIJYSA-N	[H][C@](O)([C@@](NC(CCCCCCCCCCCCCCC)=O)(CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[H])/C=C/CCCCCCCCCCCCC	glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)	glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)						Pos Late
100009327	209	53240	179147	Xenobiotics	Drug - Antibiotic	5529	NAMED	JLKIGFTWXXRPMT-UHFFFAOYSA-N	O=S(NC1=NOC(C)=C1)(C(C=C2)=CC=C2N)=O	sulfamethoxazole	sulfamethoxazole		5138	HMDB0015150	D00447	5329	Neg
100009331	402	53260	179345	Lipid	Fatty Acid Metabolism (Acyl Choline)	1966	NAMED	GFSSJDJAEKYAGX-UHFFFAOYSA-N	O=C(CCCCCCC/[C-]=C/CCCCCCCC)OCC[N+](C)(C)C	oleoylcholine	oleoylcholine			HMDB0240596		59040790	Pos Late
100009364	402	53192	166622	Lipid	Phosphatidylcholine (PC)	2350	NAMED	QLAPQVPZKNRKSF-FYBVJDQOSA-N	CCCCCCCCCCCCCCCCCC(OCC(OC(CC/C=C/C/C=C/CCCCCCCCCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O)=O	phosphatidylcholine (18:0/20:2, 20:0/18:2)*	phosphatidylcholine (18:0/20:2, 20:0/18:2)*			HMDB0008143,HMDB0008045			Pos Late
100009376	402	55037	208147	Lipid	Plasmalogen	2819	NAMED	UKPNUUDYLNCIOE-IZHHWLPXSA-N	[H][C@](OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)(COP(OCCN)(O)=O)CO/C=C\CCCCCC/C=C\CCCCCCCC	1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*	1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*		24769344	HMDB0011460		52925039	Pos Late
100009393	209	57651	212701	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	1573	NAMED	KBGYPXOSNDMZRV-PDBXOOCHSA-N	CC/C=C\C/C=C\C/C=C\CCCCCC(O)=O	hexadecatrienoate (16:3n3)	hexadecatrienoate (16:3n3)	7561-64-0	4471853			91820460	Neg
100009394	209	57652	212703	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	1588	NAMED	WPJGPAAPSBVXNU-HZJYTTRNSA-N	CCCCC/C=C\C/C=C\CCCCCC(O)=O	hexadecadienoate (16:2n6)	hexadecadienoate (16:2n6)	28290-73-5	13628094	HMDB0000477		13932172	Neg
100009406	402	53223	178791	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)	1907	NAMED	JFAGPSOZZSTLRF-KHPPLWFESA-N	O=C(OC(CC([O-])=O)C[N+](C)(C)C)CCCCCCC/C=C\CCCCCC	palmitoleoylcarnitine (C16:1)*	palmitoleoylcarnitine (C16:1)*		28639183	HMDB0013207		71464547	Pos Late
100010850	400	55017	208551	Peptide	Acetylated Peptides	1206	NAMED	NNBITIFYUGRBJL-JTQLQIEISA-N	O=C(N[C@@H](CCC(N)=O)C(O)=O)CC(C=C1)=CC=C1O	4-hydroxyphenylacetylglutamine	4-hydroxyphenylacetylglutamine						Pos Early
100010895	400	57554	211532	Nucleotide	Pyrimidine Metabolism, Cytidine containing	4291	NAMED	RFCQJGFZUQFYRF-ZOQUXTDFSA-N	O=C1N(C=CC(N)=N1)[C@@H]([C@H](OC)[C@@H]2O)O[C@@H]2CO	2'-O-methylcytidine	2'-O-methylcytidine	2140-72-9	133067			150971	Pos Early
100010898	209	54924	208318	Xenobiotics	Food Component/Plant	5002	NAMED	BDCRTIDKZGEVEN-UHFFFAOYSA-N	O=C1C2=C(O)C=C(OC3C(O)C(O)C(O)C(C(O)=O)O3)C=C2OC(C4=CC=C(O)C=C4)C1	naringenin 7-glucuronide	naringenin 7-glucuronide						Neg
100010915	402	54941	208026	Lipid	Diacylglycerol	2937	NAMED	XYIQDUUJTXPBFG-JKUSIIDJSA-N	OC[C@](OC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O)(COC(CCCCCCCCCCCCCCC)=O)[H]	palmitoyl-dihomo-linolenoyl-glycerol (16:0/20:3n3 or 6) [2]*	palmitoyl-dihomo-linolenoyl-glycerol (16:0/20:3n3 or 6) [2]*						Pos Late
100010916	402	54943	208028	Lipid	Diacylglycerol	2929	NAMED	YEJYLHKQOBOSCP-OZKTZCCCSA-N	CCCCCCCC/C=C\CCCCCCCC(O[C@@H](CO)COC(CCCCCCCCCCCCCCC)=O)=O	palmitoyl-oleoyl-glycerol (16:0/18:1) [1]*	palmitoyl-oleoyl-glycerol (16:0/18:1) [1]*			HMDB0007102	C13861	5282283	Pos Late
100010917	402	54942	208027	Lipid	Diacylglycerol	2930	NAMED	YEJYLHKQOBOSCP-OZKTZCCCSA-N	CCCCCCCC/C=C\CCCCCCCC(O[C@@H](CO)COC(CCCCCCCCCCCCCCC)=O)=O	palmitoyl-oleoyl-glycerol (16:0/18:1) [2]*	palmitoyl-oleoyl-glycerol (16:0/18:1) [2]*			HMDB0007102	C13861	5282283	Pos Late
100010918	402	54945	208030	Lipid	Diacylglycerol	2948	NAMED	AFSHUZFNMVJNKX-CLFAGFIQSA-N	OCC(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O	oleoyl-oleoyl-glycerol (18:1/18:1) [1]*	oleoyl-oleoyl-glycerol (18:1/18:1) [1]*			HMDB0007218		9543716	Pos Late
100010919	402	54946	208031	Lipid	Diacylglycerol	2949	NAMED	AFSHUZFNMVJNKX-CLFAGFIQSA-N	OCC(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O	oleoyl-oleoyl-glycerol (18:1/18:1) [2]*	oleoyl-oleoyl-glycerol (18:1/18:1) [2]*			HMDB0007218		9543716	Pos Late
100010920	402	54948	208033	Lipid	Diacylglycerol	2944	NAMED	AJMZUFBKADIAKC-PCSMDFMZSA-N	CCCCCCCCCCCCCCCCCC(OCC(OC(CCCCCCC/C=C/C/C=C/CCCCC)=O)CO)=O	stearoyl-linoleoyl-glycerol (18:0/18:2) [1]*	stearoyl-linoleoyl-glycerol (18:0/18:2) [1]*						Pos Late
100010921	402	54947	208032	Lipid	Diacylglycerol	2945	NAMED	AJMZUFBKADIAKC-PCSMDFMZSA-N	CCCCCCCCCCCCCCCCCC(OCC(CO)OC(CCCCCCC/C=C/C/C=C/CCCCC)=O)=O	stearoyl-linoleoyl-glycerol (18:0/18:2) [2]*	stearoyl-linoleoyl-glycerol (18:0/18:2) [2]*						Pos Late
100010922	402	54955	208040	Lipid	Diacylglycerol	2966	NAMED	KRECEGQUDDMNAQ-MYBRWWDOSA-N	OC[C@](OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)(COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)[H]	linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*	linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*			HMDB0007257		9543796	Pos Late
100010923	402	54956	208041	Lipid	Diacylglycerol	2967	NAMED	KRECEGQUDDMNAQ-MYBRWWDOSA-N	OC[C@](COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)([H])OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O	linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*	linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*			HMDB0007257		9543796	Pos Late
100010925	402	54958	208043	Lipid	Diacylglycerol	2939	NAMED	YJEMDFYSDGNQNM-KUKVZOPTSA-N	CCCCCCCCCCCCCCCC(OCC(CO)OC(CCC/C=C/C/C=C/C/C=C/C/C=C/CCCCC)=O)=O	palmitoyl-arachidonoyl-glycerol (16:0/20:4) [2]*	palmitoyl-arachidonoyl-glycerol (16:0/20:4) [2]*			HMDB0007112		9543736	Pos Late
100010926	402	54963	208048	Lipid	Diacylglycerol	2958	NAMED	ZDBLXLQFRZTIIU-ZPNZQGKLSA-N	OC[C@](OC(CCCC/C=C/C/C=C\C/C=C\CCCCC)=O)(COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)[H]	linoleoyl-linolenoyl-glycerol (18:2/18:3) [1]*	linoleoyl-linolenoyl-glycerol (18:2/18:3) [1]*			HMDB0007249		14275409	Pos Late
100010927	402	54964	208049	Lipid	Diacylglycerol	2959	NAMED	ZDBLXLQFRZTIIU-ZPNZQGKLSA-N	OC[C@](COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)([H])OC(CCCC/C=C/C/C=C\C/C=C\CCCCC)=O	linoleoyl-linolenoyl-glycerol (18:2/18:3) [2]*	linoleoyl-linolenoyl-glycerol (18:2/18:3) [2]*			HMDB0007250		9543737	Pos Late
100010928	402	54949	208034	Lipid	Diacylglycerol	2970	NAMED	GPMAAGRGFWBOSO-KLJRXRINSA-N	CCCCC/C=C/C/C=C/CCCCCCCC(OCC(OC(CC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CC)=O)CO)=O	linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [1]*	linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [1]*			HMDB0007266		9543899	Pos Late
100010929	402	54950	208035	Lipid	Diacylglycerol	2971	NAMED	GPMAAGRGFWBOSO-KLJRXRINSA-N	CCCCC/C=C/C/C=C/CCCCCCCC(OCC(CO)OC(CC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CC)=O)=O	linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [2]*	linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [2]*			HMDB0007266		9543899	Pos Late
100010930	402	54967	208052	Lipid	Diacylglycerol	2936	NAMED	BHGPPCIWDXQOMA-HZFIRFLSSA-N	CCCCCC/C=C/CCCCCCCC(OCC(OC(CCCCCCC/C=C/C/C=C/CCCCC)=O)CO)=O	palmitoleoyl-linoleoyl-glycerol (16:1/18:2) [1]*	palmitoleoyl-linoleoyl-glycerol (16:1/18:2) [1]*			HMDB0007132		9543699	Pos Late
100010933	402	54952	208037	Lipid	Diacylglycerol	2961	NAMED	JVRVKOOOXHGJKI-ITLZUPGPSA-N	OC[C@](OC(CCCC/C=C\C/C=C\C/C=C\CCCCC)=O)(COC(CCCC/C=C\C/C=C\C/C=C\CCCCC)=O)[H]	linolenoyl-linolenoyl-glycerol (18:3/18:3) [2]*	linolenoyl-linolenoyl-glycerol (18:3/18:3) [2]*			HMDB0007278		14275411	Pos Late
100010934	402	54953	208038	Lipid	Diacylglycerol	2912	NAMED	XEQQGHISHUGMIP-WUKNDPDISA-N	CCCCCCCCCCCCCC(OCC(OC(CCCCCCC/C=C/CCCCCCCC)=O)CO)=O	diacylglycerol (14:0/18:1, 16:0/16:1) [1]*	diacylglycerol (14:0/18:1, 16:0/16:1) [1]*						Pos Late
100010935	402	54954	208039	Lipid	Diacylglycerol	2913	NAMED	XITYIRJXXQNQKT-FYWRMAATSA-N	CCCCCCCCCCCCCC(OCC(OC(CCCCCCCCC/C=C/CCCCCC)=O)CO)=O	diacylglycerol (14:0/18:1, 16:0/16:1) [2]*	diacylglycerol (14:0/18:1, 16:0/16:1) [2]*						Pos Late
100010936	402	54960	208045	Lipid	Diacylglycerol	2964	NAMED	LWXLWRXRJKMNLM-XBUMEPTLSA-N	CCCCCCCC/C=C/CCCCCCCC(OCC(OC(CCC/C=C/C/C=C/C/C=C/C/C=C/CCCCC)=O)CO)=O	oleoyl-arachidonoyl-glycerol (18:1/20:4) [1]*	oleoyl-arachidonoyl-glycerol (18:1/20:4) [1]*			HMDB0007228		9543786	Pos Late
100010937	402	54961	208046	Lipid	Diacylglycerol	2965	NAMED	LWXLWRXRJKMNLM-XBUMEPTLSA-N	CCCCCCCC/C=C/CCCCCCCC(OCC(OC(CCC/C=C/C/C=C/C/C=C/C/C=C/CCCCC)=O)CO)=O	oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*	oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*			HMDB0007228		9543786	Pos Late
100010939	402	54965	208050	Lipid	Diacylglycerol	2933	NAMED	YFBCIDURFTWKDQ-JNNNPDOGSA-N	CCCCCCCCCCCCCCCC(OCC(OC(CCCC/C=C/C/C=C/C/C=C/CCCCC)=O)CO)=O	palmitoyl-linolenoyl-glycerol (16:0/18:3) [2]*	palmitoyl-linolenoyl-glycerol (16:0/18:3) [2]*			HMDB0007104,HMDB0007105		348277338,348277337	Pos Late
100010940	402	54966	208051	Lipid	Diacylglycerol	2914	NAMED	BHGPPCIWDXQOMA-HZFIRFLSSA-N	CCCCCC/C=C/CCCCCCCC(OCC(OC(CCCCCCC/C=C/C/C=C/CCCCC)=O)CO)=O	diacylglycerol (16:1/18:2 [2], 16:0/18:3 [1])*	diacylglycerol (16:1/18:2 [2], 16:0/18:3 [1])*						Pos Late
100010941	402	54968	208053	Lipid	Diacylglycerol	2956	NAMED	MQGBAQLIFKSMEM-WVZYQCMWSA-N	CCCCC/C=C/C/C=C/CCCCCCCC(OCC(OC(CCCCCCC/C=C/C/C=C/CCCCC)=O)CO)=O	linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*	linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*			HMDB0007248		9543729	Pos Late
100010942	402	54969	208054	Lipid	Diacylglycerol	2957	NAMED	MQGBAQLIFKSMEM-WVZYQCMWSA-N	CCCCC/C=C/C/C=C/CCCCCCCC(OCC(OC(CCCCCCC/C=C/C/C=C/CCCCC)=O)CO)=O	linoleoyl-linoleoyl-glycerol (18:2/18:2) [2]*	linoleoyl-linoleoyl-glycerol (18:2/18:2) [2]*			HMDB0007248		9543729	Pos Late
100010945	402	54980	208065	Lipid	Lactosylceramides (LCER)	3114	NAMED	VOZHMDQUIRUFQW-LOTHNZFDSA-N	O[C@H]([C@H]1O)[C@@H]([C@@H](CO)O[C@H]1OC[C@@H]([C@@H](/C=C/CCCCCCCCCCCCC)O)N([H])C(CCCCCCCCCCCCCCCCC)=O)O[C@@H]([C@@H]([C@H]2O)O)O[C@H](CO)[C@@H]2O	lactosyl-N-stearoyl-sphingosine (d18:1/18:0)*	lactosyl-N-stearoyl-sphingosine (d18:1/18:0)*		8435601	HMDB0011591		10260120	Pos Late
100010948	402	54990	208081	Lipid	Diacylglycerol	2926	NAMED	JEJLGIQLPYYGEE-UHFFFAOYSA-N	CCCCCCCCCCCCCCCC(OCC(CO)OC(CCCCCCCCCCCCCCC)=O)=O	palmitoyl-palmitoyl-glycerol (16:0/16:0) [2]*	palmitoyl-palmitoyl-glycerol (16:0/16:0) [2]*			HMDB0007098		644078	Pos Late
100010950	402	57449	211103	Lipid	Diacylglycerol	2963	NAMED	NSXLMTYRMFVYNT-IOLLQWDPSA-N	CCCCCCCCCCCCCCCCCC(OCC(CO)OC(CCC/C=C/C/C=C/C/C=C/C/C=C/CCCCC)=O)=O	stearoyl-arachidonoyl-glycerol (18:0/20:4) [2]*	stearoyl-arachidonoyl-glycerol (18:0/20:4) [2]*			HMDB0007170		6438587	Pos Late
100010958	402	55002	208100	Lipid	Diacylglycerol	2910	NAMED	GFDAVCSAIGBIQQ-WQUIGTGHSA-N	OC[C@](OC(CCCCCCC/C=C\CCCCCCCC)=O)(COC(CCCCCCCCCCC)=O)[H]	diacylglycerol (12:0/18:1, 14:0/16:1, 16:0/14:1) [1]*	diacylglycerol (12:0/18:1, 14:0/16:1, 16:0/14:1) [1]*						Pos Late
100010959	402	55001	208101	Lipid	Diacylglycerol	2911	NAMED	GFDAVCSAIGBIQQ-WQUIGTGHSA-N	OC[C@](OC(CCCCCCC/C=C\CCCCCCCC)=O)(COC(CCCCCCCCCCC)=O)[H]	diacylglycerol (12:0/18:1, 14:0/16:1, 16:0/14:1) [2]*	diacylglycerol (12:0/18:1, 14:0/16:1, 16:0/14:1) [2]*			HMDB0007012,HMDB0007096		53478025,53477950	Pos Late
100010962	402	55007	208108	Lipid	Lysoplasmalogen	2852	NAMED	OKXWJISJKQKUTN-OAQYLSRUSA-N	[H][C@](O)(COP(OCCN)(O)=O)COCCCCCCCCCCCCCCCC	1-palmityl-GPE (O-16:0)*	1-palmityl-GPE (O-16:0)*		24823080				Pos Late
100010964	402	55010	208115	Lipid	Phosphatidylserine (PS)	2529	NAMED	LIBQKAKFGGIIDU-NVSSCHKGSA-N	O=C(CCCCCCCCCCCCCCCCC)OC[C@]([H])(COP(OC[C@](C(O)=O)([H])N)(O)=O)OC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O	1-stearoyl-2-dihomo-linolenoyl-GPS (18:0/20:3n3 or 6)*	1-stearoyl-2-dihomo-linolenoyl-GPS (18:0/20:3n3 or 6)*		34449015	HMDB12382			Pos Late
100010966	402	55040	208150	Lipid	Plasmalogen	2812	NAMED	PXPSGTINXJQLBR-VQJSHJPSSA-N	[H][C@](OC(CCCCCCCCCCCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)COCCCCCCCCCCCCCCCC	1-palmityl-2-stearoyl-GPC (O-16:0/18:0)*	1-palmityl-2-stearoyl-GPC (O-16:0/18:0)*		9977836	HMDB0013405		11803170	Pos Late
100015586	402	57332	210830	Lipid	Plasmalogen	2811	NAMED	WOTHHEHCEYHCFE-LDLOPFEMSA-N	[H][C@](OC(CCCCCCCCCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)COCCCCCCCCCCCCCCCC	1-palmityl-2-palmitoyl-GPC (O-16:0/16:0)*	1-palmityl-2-palmitoyl-GPC (O-16:0/16:0)*		128719			145911	Pos Late
100015590	402	57721	213236	Lipid	Plasmalogen	2849	NAMED	LMGTVCKIUNTOEP-HJTCUGKVSA-N	[H][C@](OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)COCCCCCCCCCCCCCCCCCC	1-stearyl-2-linoleoyl-GPC (O-18:0/18:2)*	1-stearyl-2-linoleoyl-GPC (O-18:0/18:2)*		4947110	HMDB13418		6443070	Pos Late
100015592	402	57337	210838	Lipid	Phosphatidylethanolamine (PE)	2462	NAMED	KYERVKWKQQBRQB-DHZXAVNCSA-N	CCCCCCCCCCCCCCCCCC(OC[C@H](COP(O)(OCCN)=O)OC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C/CC)=O)=O	1-stearoyl-2-docosapentaenoyl-GPE (18:0/22:5n3)*	1-stearoyl-2-docosapentaenoyl-GPE (18:0/22:5n3)*			HMDB0009011		53479612	Pos Late
100015593	402	57338	210839	Lipid	Phosphatidylethanolamine (PE)	2463	NAMED	DPRXQVIZBLENFV-UFHXWEBOSA-N	CCCCCCCCCCCCCCCCCC(OCC(OC(CC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CCCCC)=O)COP(O)(OCCN)=O)=O	1-stearoyl-2-docosapentaenoyl-GPE (18:0/22:5n6)*	1-stearoyl-2-docosapentaenoyl-GPE (18:0/22:5n6)*			HMDB0009010		53479611	Pos Late
100015594	402	57339	210840	Lipid	Phosphatidylethanolamine (PE)	2461	NAMED	HNFSZKRUPTYBOQ-ZDYOIFAYSA-N	O=C(CCCCCCCCCCCCCCCCC)OC[C@]([H])(COP(OCCN)(O)=O)OC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O	1-stearoyl-2-adrenoyl-GPE (18:0/22:4)*	1-stearoyl-2-adrenoyl-GPE (18:0/22:4)*		24768484	HMDB0009009		52924901	Pos Late
100015596	402	57342	210843	Lipid	Plasmalogen	2844	NAMED	QIJJGYHBXLEBJV-MVCMTJSTSA-N	[H][C@](OC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)(COP(OCCN)(O)=O)CO/C=C\CCCCCCCCCCCCCCCC	1-(1-enyl-stearoyl)-2-docosapentaenoyl-GPE (P-18:0/22:5n3)*	1-(1-enyl-stearoyl)-2-docosapentaenoyl-GPE (P-18:0/22:5n3)*			HMDB0011393		53480858	Pos Late
100015609	402	57416	211068	Lipid	Ceramides	3056	NAMED	XXWRZIYYFPIQHE-XPAOSYCESA-N	[H][C@](NC(CCCCCCCCCCCCCCC)=O)(CO)[C@@](O)([H])/C=C/CCCCCCCC/C=C\CCC	N-palmitoyl-sphingadienine (d18:2/16:0)*	N-palmitoyl-sphingadienine (d18:2/16:0)*			HMDB0240686			Pos Late
100015610	402	57364	210890	Lipid	Diacylglycerol	2922	NAMED	MDJXLANKTSDJQI-UHFFFAOYSA-N	O=C(OCC(COC(CCCCCCCCCCCCC)=O)O)CCCCCCCCCCCCCCC	palmitoyl-myristoyl-glycerol (16:0/14:0) [2]	palmitoyl-myristoyl-glycerol (16:0/14:0) [2]						Pos Late
100015616	402	57387	210930	Lipid	Diacylglycerol	2968	NAMED	LBDXVTOFXXDOGH-MCULNMDYSA-N	CCCCCCCCCCCCCCCCCC(OCC(OC(CC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CC)=O)CO)=O	stearoyl-docosahexaenoyl-glycerol (18:0/22:6) [1]*	stearoyl-docosahexaenoyl-glycerol (18:0/22:6) [1]*			HMDB0056061			Pos Late
100015617	402	57368	210895	Lipid	Diacylglycerol	2969	NAMED	LBDXVTOFXXDOGH-MCULNMDYSA-N	CCCCCCCCCCCCCCCCCC(OCC(OC(CC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CC)=O)CO)=O	stearoyl-docosahexaenoyl-glycerol (18:0/22:6) [2]*	stearoyl-docosahexaenoyl-glycerol (18:0/22:6) [2]*						Pos Late
100015618	402	57373	210900	Lipid	Diacylglycerol	2941	NAMED	BXVYQJJBMVVALQ-UNMZRDIWSA-N	CCCCCCCCCCCCCCCC(OCC(OC(CC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CC)=O)CO)=O	palmitoyl-docosahexaenoyl-glycerol (16:0/22:6) [1]*	palmitoyl-docosahexaenoyl-glycerol (16:0/22:6) [1]*			HMDB0007121		9543827	Pos Late
100015619	402	57374	210901	Lipid	Diacylglycerol	2942	NAMED	BXVYQJJBMVVALQ-UNMZRDIWSA-N	CCCCCCCCCCCCCCCC(OCC(OC(CC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CC)=O)CO)=O	palmitoyl-docosahexaenoyl-glycerol (16:0/22:6) [2]*	palmitoyl-docosahexaenoyl-glycerol (16:0/22:6) [2]*			HMDB0007121		9543827	Pos Late
